InvestigationID,ClaimID,Investigator,InvestigationStatus,FraudType,FraudConfirmed
FRD601863,CLM943534,K. Joseph (SIU),Ongoing,Identity Theft,Under Review
FRD601864,CLM943572,N. Kohli (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601865,CLM943614,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD601866,CLM943622,R. Menon (SIU),Ongoing,Fictitious Policy,Under Review
FRD601867,CLM943641,N. Kohli (SIU),Closed,Identity Theft,Not Confirmed
FRD601868,CLM943654,K. Joseph (SIU),Ongoing,False Death Claim,Under Review
FRD601869,CLM943681,D. Pillai (SIU),Closed,Fake Documents,Not Confirmed
FRD601870,CLM943731,A. Verma (SIU),Closed,Identity Theft,Confirmed
FRD601871,CLM943791,S. Bhalla (SIU),Closed,Fake Documents,Confirmed
FRD601872,CLM943810,D. Pillai (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD601873,CLM943843,R. Menon (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601874,CLM943852,A. Verma (SIU),Closed,Fictitious Policy,Not Confirmed
FRD601875,CLM943914,S. Bhalla (SIU),Ongoing,Provider Collusion,Under Review
FRD601876,CLM943988,M. Srinivasan (SIU),Ongoing,Provider Collusion,Under Review
FRD601877,CLM943999,P. Acharya (SIU),Closed,Fake Documents,Confirmed
FRD601878,CLM944024,S. Bhalla (SIU),Closed,Fake Documents,Confirmed
FRD601879,CLM944092,R. Menon (SIU),Closed,Fake Documents,Not Confirmed
FRD601880,CLM944118,A. Verma (SIU),Ongoing,Staged Accident,Under Review
FRD601881,CLM944121,A. Verma (SIU),Ongoing,False Death Claim,Under Review
FRD601882,CLM944142,A. Verma (SIU),Closed,Staged Accident,Confirmed
FRD601883,CLM944216,P. Acharya (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601884,CLM944253,N. Kohli (SIU),Closed,False Death Claim,Confirmed
FRD601885,CLM944267,D. Pillai (SIU),Closed,Fictitious Policy,Confirmed
FRD601886,CLM944279,S. Bhalla (SIU),Ongoing,Staged Accident,Under Review
FRD601887,CLM944287,K. Joseph (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601888,CLM944290,M. Srinivasan (SIU),Closed,Fictitious Policy,Not Confirmed
FRD601889,CLM944303,A. Verma (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601890,CLM944305,A. Verma (SIU),Closed,Staged Accident,Not Confirmed
FRD601891,CLM944335,N. Kohli (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601892,CLM944336,M. Srinivasan (SIU),Ongoing,Fake Documents,Under Review
FRD601893,CLM944338,S. Bhalla (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD601894,CLM944543,M. Srinivasan (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD601895,CLM944549,R. Menon (SIU),Ongoing,Fake Documents,Under Review
FRD601896,CLM944564,R. Menon (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD601897,CLM944607,S. Bhalla (SIU),Closed,Provider Collusion,Confirmed
FRD601898,CLM944641,A. Verma (SIU),Closed,False Death Claim,Not Confirmed
FRD601899,CLM944644,M. Srinivasan (SIU),Closed,Staged Accident,Not Confirmed
FRD601900,CLM944691,K. Joseph (SIU),Closed,Provider Collusion,Confirmed
FRD601901,CLM944698,D. Pillai (SIU),Ongoing,False Death Claim,Under Review
FRD601902,CLM944732,N. Kohli (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601903,CLM944750,M. Srinivasan (SIU),Closed,Identity Theft,Confirmed
FRD601904,CLM944764,A. Verma (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD601905,CLM944795,M. Srinivasan (SIU),Ongoing,Staged Accident,Under Review
FRD601906,CLM944889,R. Menon (SIU),Closed,Staged Accident,Confirmed
FRD601907,CLM944894,D. Pillai (SIU),Ongoing,Staged Accident,Under Review
FRD601908,CLM944899,R. Menon (SIU),Ongoing,Staged Accident,Under Review
FRD601909,CLM944902,D. Pillai (SIU),Closed,Staged Accident,Not Confirmed
FRD601910,CLM944969,N. Kohli (SIU),Ongoing,False Death Claim,Under Review
FRD601911,CLM944975,K. Joseph (SIU),Closed,Fictitious Policy,Not Confirmed
FRD601912,CLM944994,D. Pillai (SIU),Ongoing,Fake Documents,Under Review
FRD601913,CLM945059,S. Bhalla (SIU),Ongoing,Identity Theft,Under Review
FRD601914,CLM945073,R. Menon (SIU),Closed,Provider Collusion,Confirmed
FRD601915,CLM945083,S. Bhalla (SIU),Closed,Identity Theft,Not Confirmed
FRD601916,CLM945108,A. Verma (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601917,CLM945129,K. Joseph (SIU),Closed,Fake Documents,Not Confirmed
FRD601918,CLM945137,K. Joseph (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601919,CLM945145,S. Bhalla (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601920,CLM945174,M. Srinivasan (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD601921,CLM945286,A. Verma (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601922,CLM945310,N. Kohli (SIU),Closed,Fake Documents,Confirmed
FRD601923,CLM945364,N. Kohli (SIU),Ongoing,Fictitious Policy,Under Review
FRD601924,CLM945394,N. Kohli (SIU),Closed,Fictitious Policy,Confirmed
FRD601925,CLM945395,N. Kohli (SIU),Closed,Provider Collusion,Not Confirmed
FRD601926,CLM945400,S. Bhalla (SIU),Closed,Identity Theft,Confirmed
FRD601927,CLM945413,D. Pillai (SIU),Closed,Fictitious Policy,Confirmed
FRD601928,CLM945442,D. Pillai (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601929,CLM945468,N. Kohli (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD601930,CLM945477,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD601931,CLM945513,P. Acharya (SIU),Closed,False Death Claim,Not Confirmed
FRD601932,CLM945542,S. Bhalla (SIU),Closed,Fictitious Policy,Confirmed
FRD601933,CLM945549,A. Verma (SIU),Closed,Fake Documents,Confirmed
FRD601934,CLM945554,S. Bhalla (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD601935,CLM945583,K. Joseph (SIU),Ongoing,Staged Accident,Under Review
FRD601936,CLM945586,R. Menon (SIU),Ongoing,Staged Accident,Under Review
FRD601937,CLM945590,N. Kohli (SIU),Ongoing,Fake Documents,Under Review
FRD601938,CLM945610,M. Srinivasan (SIU),Closed,Fictitious Policy,Not Confirmed
FRD601939,CLM945676,R. Menon (SIU),Closed,Fake Documents,Not Confirmed
FRD601940,CLM945681,A. Verma (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601941,CLM945718,N. Kohli (SIU),Closed,Staged Accident,Not Confirmed
FRD601942,CLM945731,S. Bhalla (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601943,CLM945736,A. Verma (SIU),Ongoing,Staged Accident,Under Review
FRD601944,CLM945847,M. Srinivasan (SIU),Ongoing,Staged Accident,Under Review
FRD601945,CLM945917,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601946,CLM945962,D. Pillai (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601947,CLM945968,P. Acharya (SIU),Closed,Fake Documents,Not Confirmed
FRD601948,CLM946090,D. Pillai (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD601949,CLM946118,P. Acharya (SIU),Ongoing,Staged Accident,Under Review
FRD601950,CLM946130,P. Acharya (SIU),Closed,Fictitious Policy,Confirmed
FRD601951,CLM946172,P. Acharya (SIU),Ongoing,Staged Accident,Under Review
FRD601952,CLM946201,D. Pillai (SIU),Closed,Staged Accident,Confirmed
FRD601953,CLM946213,P. Acharya (SIU),Closed,Identity Theft,Confirmed
FRD601954,CLM946227,N. Kohli (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601955,CLM946245,P. Acharya (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601956,CLM946283,P. Acharya (SIU),Closed,False Death Claim,Confirmed
FRD601957,CLM946293,P. Acharya (SIU),Closed,Fake Documents,Confirmed
FRD601958,CLM946310,R. Menon (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD601959,CLM946333,P. Acharya (SIU),Closed,False Death Claim,Not Confirmed
FRD601960,CLM946334,N. Kohli (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601961,CLM946384,R. Menon (SIU),Ongoing,Identity Theft,Under Review
FRD601962,CLM946388,R. Menon (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601963,CLM946407,S. Bhalla (SIU),Closed,Fake Documents,Confirmed
FRD601964,CLM946450,A. Verma (SIU),Closed,False Death Claim,Confirmed
FRD601965,CLM946452,N. Kohli (SIU),Closed,False Death Claim,Confirmed
FRD601966,CLM946473,N. Kohli (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601967,CLM946474,A. Verma (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601968,CLM946480,N. Kohli (SIU),Ongoing,Staged Accident,Under Review
FRD601969,CLM946508,S. Bhalla (SIU),Closed,Fake Documents,Not Confirmed
FRD601970,CLM946513,N. Kohli (SIU),Ongoing,Provider Collusion,Under Review
FRD601971,CLM946522,P. Acharya (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601972,CLM946557,K. Joseph (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601973,CLM946593,A. Verma (SIU),Closed,Staged Accident,Confirmed
FRD601974,CLM946599,A. Verma (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601975,CLM946603,S. Bhalla (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD601976,CLM946625,A. Verma (SIU),Ongoing,Staged Accident,Under Review
FRD601977,CLM946630,R. Menon (SIU),Closed,Fake Documents,Confirmed
FRD601978,CLM946641,D. Pillai (SIU),Closed,Provider Collusion,Not Confirmed
FRD601979,CLM946693,N. Kohli (SIU),Closed,Provider Collusion,Not Confirmed
FRD601980,CLM946713,M. Srinivasan (SIU),Closed,Provider Collusion,Not Confirmed
FRD601981,CLM946715,A. Verma (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD601982,CLM946716,N. Kohli (SIU),Closed,Fake Documents,Confirmed
FRD601983,CLM946722,N. Kohli (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD601984,CLM946747,D. Pillai (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601985,CLM946778,R. Menon (SIU),Closed,Staged Accident,Not Confirmed
FRD601986,CLM946788,A. Verma (SIU),Closed,Fake Documents,Not Confirmed
FRD601987,CLM946812,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601988,CLM946834,A. Verma (SIU),Ongoing,Provider Collusion,Under Review
FRD601989,CLM946835,R. Menon (SIU),Closed,Fake Documents,Not Confirmed
FRD601990,CLM946883,A. Verma (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601991,CLM946887,D. Pillai (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD601992,CLM946901,P. Acharya (SIU),Ongoing,Staged Accident,Under Review
FRD601993,CLM946917,P. Acharya (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD601994,CLM946920,P. Acharya (SIU),Closed,Identity Theft,Not Confirmed
FRD601995,CLM946948,K. Joseph (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601996,CLM946964,P. Acharya (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601997,CLM946983,M. Srinivasan (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601998,CLM946994,N. Kohli (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601999,CLM947016,D. Pillai (SIU),Closed,Staged Accident,Confirmed
FRD602000,CLM947021,N. Kohli (SIU),Closed,Provider Collusion,Not Confirmed
FRD602001,CLM947027,P. Acharya (SIU),Closed,Staged Accident,Not Confirmed
FRD602002,CLM947035,A. Verma (SIU),Closed,False Death Claim,Not Confirmed
FRD602003,CLM947053,N. Kohli (SIU),Ongoing,Provider Collusion,Under Review
FRD602004,CLM947054,R. Menon (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602005,CLM947072,K. Joseph (SIU),Closed,Staged Accident,Confirmed
FRD602006,CLM947094,K. Joseph (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602007,CLM947098,S. Bhalla (SIU),Ongoing,Fake Documents,Under Review
FRD602008,CLM947138,M. Srinivasan (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602009,CLM947143,A. Verma (SIU),Closed,Identity Theft,Confirmed
FRD602010,CLM947293,K. Joseph (SIU),Closed,Provider Collusion,Confirmed
FRD602011,CLM947297,R. Menon (SIU),Closed,Fake Documents,Confirmed
FRD602012,CLM947326,D. Pillai (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602013,CLM947339,N. Kohli (SIU),Closed,Fake Documents,Not Confirmed
FRD602014,CLM947374,A. Verma (SIU),Closed,Fake Documents,Confirmed
FRD602015,CLM947383,R. Menon (SIU),Closed,Staged Accident,Confirmed
FRD602016,CLM947390,N. Kohli (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602017,CLM947403,R. Menon (SIU),Closed,Staged Accident,Confirmed
FRD602018,CLM947425,P. Acharya (SIU),Closed,Fake Documents,Not Confirmed
FRD602019,CLM947437,N. Kohli (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602020,CLM947438,R. Menon (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602021,CLM947445,S. Bhalla (SIU),Closed,Identity Theft,Confirmed
FRD602022,CLM947454,P. Acharya (SIU),Closed,Identity Theft,Confirmed
FRD602023,CLM947455,M. Srinivasan (SIU),Ongoing,Staged Accident,Under Review
FRD602024,CLM947558,A. Verma (SIU),Closed,Provider Collusion,Confirmed
FRD602025,CLM947571,R. Menon (SIU),Closed,Fake Documents,Confirmed
FRD602026,CLM947576,R. Menon (SIU),Ongoing,Fake Documents,Under Review
FRD602027,CLM947590,S. Bhalla (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602028,CLM947595,K. Joseph (SIU),Closed,Fake Documents,Confirmed
FRD602029,CLM947604,N. Kohli (SIU),Ongoing,Staged Accident,Under Review
FRD602030,CLM947648,R. Menon (SIU),Ongoing,Fictitious Policy,Under Review
FRD602031,CLM947776,P. Acharya (SIU),Ongoing,Identity Theft,Under Review
FRD602032,CLM947820,P. Acharya (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602033,CLM947866,P. Acharya (SIU),Closed,Fictitious Policy,Not Confirmed
FRD602034,CLM947886,N. Kohli (SIU),Closed,Fictitious Policy,Confirmed
FRD602035,CLM947890,P. Acharya (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602036,CLM947905,P. Acharya (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602037,CLM947961,M. Srinivasan (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602038,CLM947973,R. Menon (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD602039,CLM947980,M. Srinivasan (SIU),Closed,Fake Documents,Not Confirmed
FRD602040,CLM948043,R. Menon (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602041,CLM948048,A. Verma (SIU),Closed,Provider Collusion,Confirmed
FRD602042,CLM948052,N. Kohli (SIU),Closed,Identity Theft,Confirmed
FRD602043,CLM948055,S. Bhalla (SIU),Closed,Identity Theft,Confirmed
FRD602044,CLM948060,P. Acharya (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602045,CLM948129,N. Kohli (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602046,CLM948130,P. Acharya (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602047,CLM948148,M. Srinivasan (SIU),Closed,Fake Documents,Not Confirmed
FRD602048,CLM948180,D. Pillai (SIU),Ongoing,Fake Documents,Under Review
FRD602049,CLM948305,K. Joseph (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602050,CLM948316,S. Bhalla (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD602051,CLM948406,K. Joseph (SIU),Closed,Fake Documents,Confirmed
FRD602052,CLM948418,S. Bhalla (SIU),Ongoing,Fake Documents,Under Review
FRD602053,CLM948426,P. Acharya (SIU),Closed,False Death Claim,Not Confirmed
FRD602054,CLM948446,N. Kohli (SIU),Ongoing,Identity Theft,Under Review
FRD602055,CLM948479,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602056,CLM948488,D. Pillai (SIU),Ongoing,Provider Collusion,Under Review
FRD602057,CLM948509,M. Srinivasan (SIU),Closed,Identity Theft,Not Confirmed
FRD602058,CLM948528,P. Acharya (SIU),Closed,Fake Documents,Not Confirmed
FRD602059,CLM948530,N. Kohli (SIU),Ongoing,Fake Documents,Under Review
FRD602060,CLM948588,A. Verma (SIU),Ongoing,Fake Documents,Under Review
FRD602061,CLM948600,A. Verma (SIU),Closed,Provider Collusion,Not Confirmed
FRD602062,CLM948629,A. Verma (SIU),Closed,Fake Documents,Confirmed
FRD602063,CLM948661,S. Bhalla (SIU),Ongoing,Fictitious Policy,Under Review
FRD602064,CLM948688,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602065,CLM948691,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602066,CLM948710,D. Pillai (SIU),Ongoing,Staged Accident,Under Review
FRD602067,CLM948739,S. Bhalla (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602068,CLM948770,R. Menon (SIU),Closed,Identity Theft,Confirmed
FRD602069,CLM948835,S. Bhalla (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602070,CLM948850,N. Kohli (SIU),Closed,Staged Accident,Confirmed
FRD602071,CLM948855,S. Bhalla (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602072,CLM948878,S. Bhalla (SIU),Closed,Fictitious Policy,Confirmed
FRD602073,CLM948882,S. Bhalla (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602074,CLM948896,D. Pillai (SIU),Closed,Staged Accident,Confirmed
FRD602075,CLM948921,P. Acharya (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602076,CLM948997,R. Menon (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602077,CLM949009,M. Srinivasan (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602078,CLM949050,K. Joseph (SIU),Closed,Fake Documents,Not Confirmed
FRD602079,CLM949096,M. Srinivasan (SIU),Ongoing,Provider Collusion,Under Review
FRD602080,CLM949156,N. Kohli (SIU),Closed,Identity Theft,Confirmed
FRD602081,CLM949165,A. Verma (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602082,CLM949171,R. Menon (SIU),Closed,Staged Accident,Not Confirmed
FRD602083,CLM949173,M. Srinivasan (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602084,CLM949210,D. Pillai (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602085,CLM949218,D. Pillai (SIU),Closed,False Death Claim,Confirmed
FRD602086,CLM949231,S. Bhalla (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602087,CLM949251,K. Joseph (SIU),Closed,Identity Theft,Not Confirmed
FRD602088,CLM949255,D. Pillai (SIU),Closed,Fake Documents,Confirmed
FRD602089,CLM949312,N. Kohli (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602090,CLM949314,S. Bhalla (SIU),Closed,Provider Collusion,Confirmed
FRD602091,CLM949317,P. Acharya (SIU),Ongoing,Staged Accident,Under Review
FRD602092,CLM949334,S. Bhalla (SIU),Closed,Fake Documents,Not Confirmed
FRD602093,CLM949343,D. Pillai (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602094,CLM949347,K. Joseph (SIU),Ongoing,Fictitious Policy,Under Review
FRD602095,CLM949393,R. Menon (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602096,CLM949417,A. Verma (SIU),Closed,Provider Collusion,Not Confirmed
FRD602097,CLM949540,K. Joseph (SIU),Ongoing,Fake Documents,Under Review
FRD602098,CLM949558,M. Srinivasan (SIU),Closed,Staged Accident,Not Confirmed
FRD602099,CLM949559,P. Acharya (SIU),Closed,Fake Documents,Confirmed
FRD602100,CLM949567,A. Verma (SIU),Closed,False Death Claim,Confirmed
FRD602101,CLM949622,A. Verma (SIU),Closed,False Death Claim,Confirmed
FRD602102,CLM949644,A. Verma (SIU),Closed,Staged Accident,Not Confirmed
FRD602103,CLM949757,R. Menon (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602104,CLM949780,R. Menon (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602105,CLM949788,P. Acharya (SIU),Closed,Fake Documents,Confirmed
FRD602106,CLM949792,R. Menon (SIU),Closed,Provider Collusion,Confirmed
FRD602107,CLM949807,A. Verma (SIU),Closed,Fake Documents,Confirmed
FRD602108,CLM949808,K. Joseph (SIU),Closed,Fake Documents,Confirmed
FRD602109,CLM949841,S. Bhalla (SIU),Closed,Staged Accident,Confirmed
FRD602110,CLM949882,S. Bhalla (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602111,CLM949895,S. Bhalla (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602112,CLM949910,M. Srinivasan (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602113,CLM949948,M. Srinivasan (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602114,CLM949956,D. Pillai (SIU),Closed,Provider Collusion,Not Confirmed
FRD602115,CLM949974,N. Kohli (SIU),Closed,Provider Collusion,Confirmed
FRD602116,CLM949975,S. Bhalla (SIU),Closed,False Death Claim,Confirmed
FRD602117,CLM949998,P. Acharya (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD602118,CLM950046,D. Pillai (SIU),Closed,Provider Collusion,Confirmed
FRD602119,CLM950066,S. Bhalla (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602120,CLM950110,S. Bhalla (SIU),Closed,Identity Theft,Not Confirmed
FRD602121,CLM950142,P. Acharya (SIU),Closed,Fake Documents,Confirmed
FRD602122,CLM950238,M. Srinivasan (SIU),Ongoing,Staged Accident,Under Review
FRD602123,CLM950240,D. Pillai (SIU),Closed,Fictitious Policy,Not Confirmed
FRD602124,CLM950252,N. Kohli (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602125,CLM950262,N. Kohli (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602126,CLM950266,R. Menon (SIU),Closed,Staged Accident,Not Confirmed
FRD602127,CLM950286,K. Joseph (SIU),Ongoing,Fake Documents,Under Review
FRD602128,CLM950322,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602129,CLM950330,S. Bhalla (SIU),Ongoing,Identity Theft,Under Review
FRD602130,CLM950335,M. Srinivasan (SIU),Ongoing,False Death Claim,Under Review
FRD602131,CLM950389,A. Verma (SIU),Ongoing,Fictitious Policy,Under Review
FRD602132,CLM950401,N. Kohli (SIU),Ongoing,Fictitious Policy,Under Review
FRD602133,CLM950448,N. Kohli (SIU),Closed,Fictitious Policy,Not Confirmed
FRD602134,CLM950476,A. Verma (SIU),Closed,Provider Collusion,Confirmed
FRD602135,CLM950480,A. Verma (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602136,CLM950485,M. Srinivasan (SIU),Closed,Identity Theft,Confirmed
FRD602137,CLM950507,S. Bhalla (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602138,CLM950514,R. Menon (SIU),Closed,Fictitious Policy,Not Confirmed
FRD602139,CLM950579,S. Bhalla (SIU),Closed,Staged Accident,Confirmed
FRD602140,CLM950647,P. Acharya (SIU),Ongoing,Fake Documents,Under Review
FRD602141,CLM950671,R. Menon (SIU),Closed,Staged Accident,Not Confirmed
FRD602142,CLM950679,N. Kohli (SIU),Ongoing,Staged Accident,Under Review
FRD602143,CLM950726,P. Acharya (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602144,CLM950756,P. Acharya (SIU),Closed,Fictitious Policy,Confirmed
FRD602145,CLM950802,N. Kohli (SIU),Ongoing,Fake Documents,Under Review
FRD602146,CLM950851,M. Srinivasan (SIU),Closed,Fictitious Policy,Not Confirmed
FRD602147,CLM950962,K. Joseph (SIU),Closed,Staged Accident,Not Confirmed
FRD602148,CLM950977,S. Bhalla (SIU),Closed,Provider Collusion,Confirmed
FRD602149,CLM950981,N. Kohli (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602150,CLM950989,D. Pillai (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602151,CLM951012,P. Acharya (SIU),Closed,Fictitious Policy,Not Confirmed
FRD602152,CLM951052,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602153,CLM951126,P. Acharya (SIU),Closed,Staged Accident,Not Confirmed
FRD602154,CLM951138,R. Menon (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602155,CLM951156,M. Srinivasan (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602156,CLM951186,S. Bhalla (SIU),Closed,Staged Accident,Confirmed
FRD602157,CLM951198,S. Bhalla (SIU),Closed,Staged Accident,Confirmed
FRD602158,CLM951219,N. Kohli (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602159,CLM951228,R. Menon (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602160,CLM951249,P. Acharya (SIU),Ongoing,Identity Theft,Under Review
FRD602161,CLM951260,S. Bhalla (SIU),Closed,Fake Documents,Confirmed
FRD602162,CLM951266,K. Joseph (SIU),Ongoing,Staged Accident,Under Review
FRD602163,CLM951275,K. Joseph (SIU),Ongoing,Fake Documents,Under Review
FRD602164,CLM951295,N. Kohli (SIU),Closed,Staged Accident,Confirmed
FRD602165,CLM951334,A. Verma (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602166,CLM951349,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602167,CLM951353,A. Verma (SIU),Closed,Provider Collusion,Confirmed
FRD602168,CLM951371,N. Kohli (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD602169,CLM951425,D. Pillai (SIU),Closed,Provider Collusion,Confirmed
FRD602170,CLM951462,S. Bhalla (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD602171,CLM951471,R. Menon (SIU),Closed,False Death Claim,Confirmed
FRD602172,CLM951474,R. Menon (SIU),Ongoing,Staged Accident,Under Review
FRD602173,CLM951512,N. Kohli (SIU),Closed,Fake Documents,Not Confirmed
FRD602174,CLM951583,S. Bhalla (SIU),Ongoing,Provider Collusion,Under Review
FRD602175,CLM951591,R. Menon (SIU),Ongoing,Fake Documents,Under Review
FRD602176,CLM951597,K. Joseph (SIU),Closed,Fictitious Policy,Confirmed
FRD602177,CLM951608,M. Srinivasan (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602178,CLM951627,D. Pillai (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602179,CLM951701,A. Verma (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602180,CLM951747,A. Verma (SIU),Closed,Fake Documents,Confirmed
FRD602181,CLM951778,K. Joseph (SIU),Ongoing,Staged Accident,Under Review
FRD602182,CLM951800,S. Bhalla (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602183,CLM951822,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602184,CLM951834,R. Menon (SIU),Closed,Provider Collusion,Not Confirmed
FRD602185,CLM951841,D. Pillai (SIU),Closed,Fake Documents,Not Confirmed
FRD602186,CLM951848,P. Acharya (SIU),Closed,Inflated Claim Amount,Confirmed
